title,url,summary,datetime
Franz Joseph Hugi,https://de.wikipedia.org/wiki/Franz_Joseph_Hugi,"Franz Joseph Hugi  war ein Schweizer Geologe und Alpenforscher. Er studierte römisch-katholische Theologie in Landshut, verbrachte einige Zeit in Wien und empfing 1819 die Priesterweihe. Danach wurde er Lehrer an der Solothurner Waisenhausschule. In Solothurn gründete er die Naturforschende Kantonalgesellschaft, das naturhistorische Museum, das er 1830 an die Stadt Solothurn abtrat, und 1836 auch den botanischen Garten. Nachdem er eine Zeit lang als Direktor des Waisenhauses und Lehrer an der Realschule von Solothurn gewirkt hatte, erhielt er 1833 die Professur der Physik und 1835 die der Naturgeschichte an der neu eröffneten Kantonsschule Solothurn, wurde aber 1837 entlassen, weil er zum Protestantismus übergetreten war. 1844 wurde er Ehrendoktor der Universität Bern. Seine Theorie über die Gletscher entwickelte er in den Schriften Über das Wesen der Gletscher und Winterreise in das Eismeer  und Die Gletscher und die erratischen Blöcke . Am 19. August 1828 versuchte er zusammen mit den beiden Bergführern Jakob Leuthold und Johann Währen das Finsteraarhorn zu besteigen. Sie erreichten gemeinsam eine über 4000 m hoch liegenden Scharte des Nordostgrats, die heute seinen Namen trägt. Dort musste er wegen einer Fußverletzung zurückbleiben, während seine beiden Begleiter wahrscheinlich als die ersten Bergsteiger bis zum Gipfel gelangten. 1835 bereiste er für naturwissenschaftliche Zwecke einen Teil von Nordafrika, Sizilien und Italien. Die Resultate seiner Beobachtungen über das Meeresleuchten und die Bewegungen des Meers teilte er mit in den Grundzügen zu einer allgemeinen Naturansicht, deren erster Band den Titel Die Erde als Organismus  trägt. Sonst sind von ihm noch die Naturhistorischen Alpenreisen  zu erwähnen. Nach Hugi ist das Hugihorn, ein 3647 m hoher Berg in der Nähe des Lauteraarhorns, benannt. Ebenso trägt der Hugi-Gletscher im westantarktischen Grahamland seinen Namen.",2017-07-27 21:28:57
Stadtteile Athens,https://de.wikipedia.org/wiki/Stadtteile_Athens,"Die Stadtteile Athens, die Gitonies , sind oftmals relativ kleine Bezirke mit eigener Infrastruktur. Gitonies besitzen jeweils eigene Einkaufszentren mit Geschäften aller Art an Straßen, Plätzen oder in Stoas . Fast immer gibt es auch mehrere meist am Straßenrand stehende Periptera , welche oftmals für die Bewohner  auch Informationszentren der Neuigkeiten der Gitonia sind. Die Gitonia ist für die Bewohner ein übersichtlicher Bezirk, hier kennt „jeder jeden“ und hier fühlt man sich heimisch und zu Hause. Diese Verbundenheit der Menschen eines Stadtteils hat dazu geführt, dass Athen und seine Vorstädte  fast ohne die sonst üblichen Großstadt-Slums von Städten dieser Größenordnung auskommt.  Verwaltungsmäßig ist die Gemeinde Athen in sieben Stadtbezirke  und 91 Gitonies unterteilt: 1. Das Stadtzentrum mit dem sogenannten Geschäfts-Dreieck , sowie dem Regierungsviertel um den Syntagma-Platz und den Vierteln Kolonaki und Exarchia. 2. Der Südosten von Neos Kosmos bis Stadio 3. Der Südwesten  4. Der Westen mit Kolonos, Akadimia Platonos, Sepolia bis Patisia 5. Der Nordwesten bis Probona 6. Der nördlich des Zentrums gelegene Bereich  7. Der Nordosten ",2017-07-27 21:29:04
Lochstein von Doagh,https://de.wikipedia.org/wiki/Lochstein_von_Doagh,"Der Lochstein von Doagh  ist einer von ein paar Dutzend Lochsteinen auf den Britischen Inseln. Er steht sehr hoch auf einem Felsaufschluss südwestlich des winzigen Ortes Doagh , der nordwestlich von Belfast im County Antrim liegt. Von hier überblickt man ein weites Tal. Sein Alter und sein Ursprung sind ungeklärt, aber wahrscheinlich steht er seit der Bronzezeit dort. Er ist ungefähr 1,5 Meter hoch. Das Loch, das sich in 1 m Höhe befindet, hat nur 10 cm Durchmesser. In den letzten Jahrhunderten war es ein Ort, an dem sich junge Paare ewige Liebe versprachen. Das Loch erlaubt es nur die schmale Hand eines Mädchens durchzustecken. Die wurde auf der anderen Seite vom Mann gehalten, während sie ihr Gelübde im Rahmen der Teltown-Hochzeit sprachen. Das umgebende Gebiet ist nie ausgegraben worden, aber es gibt dort mehrere Souterrains und Raths. Auf einem nahegelegenen Hügel liegt ein Court Tomb.",2017-07-27 21:29:35
Klöppelkrieg,https://de.wikipedia.org/wiki/Kl%C3%B6ppelkrieg,"Der Klöppelkrieg  im Jahre 1798 war als Befreiungskrieg der West-Eifeler Bevölkerung gegen die französischen Besatzer geplant. Die Region gehörte seit 1795 zum Wälderdepartement und vorher zum Herzogtum Luxemburg. Man wollte sich gegen die Franzosen wehren, die überhöhte Steuern forderten, junge Bauern zum Kriegsdienst einzogen und die Kirchen schlossen. Die Klöppelkrieger waren Bauern, die weder über Erfahrung im militärischen Bereich noch über schlagkräftige Waffen verfügten. Sie zogen mit einigen Flinten, ansonsten aber mit ihren berufsüblichen Werkzeugen wie z. B. Heugabeln, umgeschmiedeten Sensen und auch mit Knüppeln in den Krieg. Das Wort Klöppel kommt vom moselfränkischen bzw. luxemburgischen Klëppel, was so viel wie Knüppel bedeutet. Am 29. Oktober wollte eine 2000 Mann starke Armee die Stadt Luxemburg von den Franzosen befreien. Jedoch scheiterte dieses Unternehmen bereits in Hosingen, weit vor Luxemburg, als die Klöppelkrieger glaubten, dass sie in der Abenddämmerung französische Soldaten gesehen hätten. In Wahrheit war es aber nur ein Trupp Gendarmen, die sich so geschickt verhielten, dass man dachte, eine ganze Armee sei bereits im Anmarsch. Nachdem 110 französische Soldaten nach Arzfeld abkommandiert worden waren, sammelten sich bei ihrem Zug von Dasburg über Dahnen, Daleiden und Irrhausen nach Arzfeld etwa 500 Klöppelkrieger, um die Franzosen anzugreifen. Am 30. Oktober 1798 kam es vor dem Dorfeingang von Arzfeld zur Schlacht. Dabei starben 7 französische Soldaten und 33 Eifeler. 32 Klöppelkrieger wurden von den Franzosen gefangen genommen. Die meisten von ihnen wurden 1799 in der Stadt Luxemburg hingerichtet. An der Pfarrkirche in Arzfeld befindet sich zur Erinnerung ein vom Eifelverein 1908 errichtetes Klöppelkriegerdenkmal. Das Dorf Dahnen, das von allen aufständischen Orten die weitaus meisten Opfer zu beklagen hatte, hat im Oktober 1998 seinen Klöppelkriegern ein Denkmal auf dem Kirchenvorplatz gesetzt. In Daleiden wurde im selben Jahr auf dem Dorfplatz eine entsprechende Gedenktafel enthüllt. Weitere Klöppelkriegerdenkmäler gibt es seit 1899 in Clerf   und seit 1972 in der Stadt Luxemburg, sowie seit 1898 in der belgischen Stadt Hasselt auf der Leopoldplein.",2017-07-27 21:29:45
Michelle Carter,https://de.wikipedia.org/wiki/Michelle_Carter,"Michelle Carter  ist eine US-amerikanische Kugelstoßerin. Carter gewann bei den Jugendweltmeisterschaften 2001 in Debrecen die Silbermedaille und wurde 2004 in Grosseto Juniorenweltmeisterin. 2006 siegte sie bei den NCAA-Hallenmeisterschaften. Bei den Olympischen Spielen 2008 in Peking belegte sie den 15. Platz. Carter wurde bei den Leichtathletik-Weltmeisterschaften 2009 in Berlin Sechste und bei den Weltmeisterschaften 2011 in Daegu Neunte. Ihre erste internationale Medaille im Erwachsenenbereich gewann sie als Dritte der Hallenweltmeisterschaften 2012 in Istanbul. In London erreichte sie bei den Olympischen Spielen den fünften Platz. Bei den Weltmeisterschaften 2013 in Moskau verpasste sie die Medaillenränge als Viertplatzierte um einen Zentimeter, 2015 in Peking gewann sie dann die Bronzemedaille. Bei den Olympischen Spielen 2016 in Rio de Janeiro gewann Carter die Goldmedaille. Im letzten Versuch stieß sie mit 20,63 m persönliche Bestleistung und verdrängte damit noch Valerie Adams von der Führungsposition. Michelle Carter ist 1,75 m groß und wiegt 118 kg. Sie wird trainiert von Jon Drummond, 2000 Olympiasieger in der 4-mal-100-Meter-Staffel, und ihrem Vater Michael Carter, 1984 Olympiazweiter im Kugelstoßen und ehemaliger Football-Spieler.",2017-07-27 21:30:08
Harro Ohlenburg,https://de.wikipedia.org/wiki/Harro_Ohlenburg,"Harro Ohlenburg  war ein deutscher Soziologe und Hochschullehrer. Ohlenburg studierte ab 1963 an der FU Berlin Soziologie und arbeitete dort bis 1975 als Wissenschaftlicher Assistent. Ab 1975 arbeitete Ohlenburg an der Fachhochschule Ostfriesland bzw. Fachhochschule Oldenburg/Ostfriesland/Wilhelmshaven, ab 1978 war er Professor für Industrie- und Betriebssoziologie. Harro Ohlenburg übernahm während der Jahre 1981–1985 und 1989–1995 die Funktion des Rektors der Fachhochschule. Seit dem Jahr 2007 war Ohlenburg als selbständiger Berater im Rahmen des Instituts für Sozial- und Gesundheitswissenschaften  tätig. Zu seinen Forschungsgebieten zählte die Industrie- und Betriebssoziologie sowie die Organisationssoziologie. Er emeritierte im Jahr 2007. Bis 2011 wirkte er bei Region Ostfriesland e.V. als Vorstandsmitglied für den Bereich Arbeit, Bildung und Kultur mit. Dort förderte er im Rahmen des Projekts ""Garten für Jeden"" den Aufbau der ersten fünf Mehrgenerationengärten in Ostfriesland.",2017-07-27 21:30:18
Michaela Grubesa,https://de.wikipedia.org/wiki/Michaela_Grubesa,"Michaela Grubesa  ist eine österreichische Politikerin . Sie wurde am 16. Juni 2015 als Abgeordnete zum Steiermärkischen Landtag angelobt. Grubesa lebt in Bad Aussee. Grubesa, die kroatischen Migrationshintergrund hat, startete ihre politische Karriere 2011 bei der Sozialistischen Jugend . Am 15. Jänner 2013 war sie Gründungsmitglied der Sozialistischen Jugend Ausseerland. Am 5. Oktober 2013 wurde sie in den Landesvorstand der Sozialistischen Jugend Steiermark gewählt. In weiterer Folge stieg sie zur Geschäftsführerin der Sozialistischen Jugend Steiermark auf. Sie ist Studentin der Rechtswissenschaften. Grubesa wurde als Jugendkandidatin der SPÖ für den Steirischen Landtag nominiert. Die Mutter eines Kindes möchte sich im Landtag vorwiegend bei Themen wie Zusammenleben, Vielfalt, Mobilität oder junges Wohnen in die Landespolitik der SPÖ einbringen. Nach der Landtagswahl sorgte Grubesa für Unmut, als sie ankündigte, gegen Koalitionsverhandlungen mit der FPÖ „erbitterten Widerstand auf allen Ebenen“ zu leisten. Sie trat damit in Widerspruch zu SPÖ-Steiermark-Chef Franz Voves und verwies auf einen geltenden Beschluss aus dem Jahr 2009, der SPÖ-FPÖ-Koalitionen ausschließt.",2017-07-27 21:30:20
Dean Eastman,https://de.wikipedia.org/wiki/Dean_Eastman,"Dean Eric Eastman  ist ein US-amerikanischer Festkörperphysiker und IBM-Manager. Eastman studierte am Massachusetts Institute of Technology mit dem Bachelor-Abschluss 1962, dem Master-Abschluss 1963 und der Promotion in Elektrotechnik 1965. Ab 1963 war er als Wissenschaftler bei IBM, wo er von 1971 bis 1981 die Abteilung Oberflächenphysik und Photoemissionsspektroskopie in der Forschungsabteilung leitete, 1981/82 die Abteilung Lithography, Packaging and Compound Semiconductors und 1983 bis 1985 Direktor des Advanced Packaging Lab war. 1986 bis 1994 war er Direktor Product Development in der Systems Technology Division, Vizepräsident Logic Memory and Packaging und Vizepräsident und Direktor für Entwicklung in der Systems Technology Division. Er leitete 1994 bis 1996 die Abteilung Hardware Development and Reengineering in der IBM-Hauptverwaltung. 1996 verließ er IBM und wurde Direktor des Argonne National Laboratory, was er bis 1998 war. Danach war er Professor an der University of Chicago im James Franck Institute. 1972/73 war er Gastprofessor am MIT. 1974 wurde er IBM Fellow. 1980 erhielt er den Oliver E. Buckley Condensed Matter Prize. Er ist Mitglied der National Academy of Sciences , der American Association for the Advancement of Science, der American Academy of Arts and Sciences , der National Academy of Engineering  und Fellow der American Physical Society  und des IEEE.",2017-07-27 21:30:39
Herbert Gottschalk,https://de.wikipedia.org/wiki/Herbert_Gottschalk,"Herbert Gottschalk  war ein deutscher Schriftsteller, der unter dem Pseudonym Ata Hajan schrieb. 1938 kam begann Gottschalk ein Medizinstudium in Berlin und wurde 1940 nach einem Studien in Mailand zur Wehrmacht einberufen. Nach drei schweren Verwundungen wurde Gottschalk 1942 zum Studium beurlaubt. Bis 1945 studierte er nun an den Universitäten Freiburg im Breisgau, Breslau, am Lyceum Hosianum in Braunsberg in Ostpreußen, dann an den Universitäten Königsberg und Göttingen Medizin, Philosophie, Psychologie, Kunstgeschichte, Geschichte und Literatur. Bis 1949 setzte Gottschalk sein Studium in Göttingen fort und war danach als Schriftsteller und Verlagsredakteur tätig. Viele Jahre war er Leiter der Redaktion „Wissenschaft und Allgemein Bildung“ im Bertelsmann Verlag in Gütersloh. Ab 1965 redigierte er die „Zeiss-Informationen“ in der Firma Carl Zeiss. 1970 übernahm er die Leitung der Abteilung „Öffentlichkeitsarbeit“ in der Salamander AG. Ab 1974 leitete die Öffentlichkeitsarbeit der Informationsstelle Wirtschaft in Stuttgart. Gottschalk war Vorstandsmitglied und Landessprecher der Deutschen Public-Relations-Gesellschaft in Baden-Württemberg, ferner Mitarbeiter der „Blätter der Schule der Weisheit“ sowie der pädagogischen Monatsschrift „Unsere Schule“. Als eine seiner größten Arbeiten legte Gottschalk 1962 das Buch „Weltbewegende Macht Islam“ vor. Er unternahm damit den Versuch, ein breit angelegtes Bild der religiösen, kulturellen und politischen Wirklichkeit des Islam zu zeichnen.",2017-07-27 21:30:43
Ethnodorf,https://de.wikipedia.org/wiki/Ethnodorf,"Als Ethnodorf, Ethno-Dorf oder Etno selo  wird in der Regel ein serbisches Dorf bezeichnet, das über mehrere Jahrhunderte Einblicke in die Vergangenheit serbischer Lebenskultur ermöglicht und von kultureller und historischer Bedeutung ist. Die in traditioneller Bauweise errichteten Häuser sind ganz in Holz oder Stein gehalten und bieten eine authentische Atmosphäre. Umgeben von Hügeln, Flüssen und Wäldern liegt das Dorf fernab vom städtischen Leben. Ein Teil der Häuser wurde umfunktioniert, so bieten sie Platz für Ausstellungen, Restaurants, Ateliers und Unterkünfte. Das Familienleben stand im Zentrum der früheren Dorfgemeinschaften und spielte sich rund um die kuća, dem Haus, in dem das Oberhaupt der Familie lebte, ab. Eine Familiengemeinschaft bestand aus bis zu 50 Mitgliedern. So sind authentische Kleidungsstücke und Gegenstände jener Zeit und ihre Geschichte in den Museen der Dörfer zu besichtigen. Verschiedene Freizeitmöglichkeiten beinhalten den Aufenthalt in einem Ethnodorf, ebenso wie Gerichte aus der serbischen Küche und deren lokale Spezialitäten. So sind die heutigen Ethnodörfer Freilichtmuseen und zugleich touristischer Komplex und werden von zahlreichen Touristen in Serbien besucht. Einige Dörfer, die beispielsweise besonders typisch für die damaligen Lebensverhältnisse der serbischen Bevölkerung des Dinarischen Gebirges sind, stehen heute unter staatlichem Schutz. Zu den bekanntesten serbischen Ethnodörfer gehört Drvengrad, das im Gebirge Zlatibor in Westserbien liegt.",2017-07-27 21:31:32
Liste der Gebietsänderungen in Sachsen 1996,https://de.wikipedia.org/wiki/Liste_der_Gebiets%C3%A4nderungen_in_Sachsen_1996,"Die Liste der Gebietsänderungen in Sachsen 1996 enthält Änderungen an Gemeindegebieten des Freistaats Sachsen in der Zeit vom 1. Januar 1996 bis zum 31. Dezember 1996. Dazu zählen unter anderem Zusammenschlüsse und Trennungen von Gemeinden, Eingliederungen von Gemeinden in eine andere, Änderungen des Gemeindenamens und Umgliederungen von Teilen einer Gemeinde in eine andere. In Sachsen kam es im Jahr 1996 zu 74 Gemeindegebietsänderungen, davon 55 Eingliederungen, acht Umgliederungen, zwei Namensänderungen, eine Neubildunge sowie acht Zusammenschlüsse von Gemeinden bzw. Kreisen. In 58 der 74 Fälle besteht die Gemeinde nach Änderung noch, die anderen wurden durch spätere Gebietsänderungen aufgelöst. Zum 1. Januar 1996 traten das 1. und das 2. Kreisgebietsreformänderungsgesetz in Kraft. Im ersten Änderungsgesetz wurden die Gründung des Landkreises Meißen-Radebeul und die Auflösung des Landkreises Hoyerswerda geregelt. Im zweiten Änderungsgesetzt wurde die Gründung des Vogtlandkreises beschlossen.   == Legende == Datum: juristisches Wirkungsdatum der Gebietsänderung Gemeinde vor der Änderung: Gemeinde vor der Gebietsänderung Gebietsänderung: Art der Gebietsänderung Gemeinde nach der Änderung: Gemeinde nach der Gebietsänderung Landkreis: Landkreis der Gemeinde nach der Gebietsänderung Die Sortierung erfolgt chronologisch: Datum, kreisfreie Städte, Landkreise, aufnehmende oder neu gebildete Gemeinde. Heute noch bestehende Gemeinden sind farbig unterlegt.",2017-07-27 21:32:26
Werner Vollert,https://de.wikipedia.org/wiki/Werner_Vollert,"Werner Vollert  ist ein deutscher Objekt- und Performancekünstler sowie Unternehmer. Neben einem Studium der Kunstgeschichte, Philosophie und Publizistik an der FU Berlin konzentrierte sich Vollert in den 1980er Jahren zunehmend auf eigene künstlerische Arbeiten. Mit selbst konstruierten interaktiven Automaten nahm er an zahlreichen Kunstausstellungen in Europa teil. Die Automaten namens „Sind Sie Profi-Raucher?“, „Testen Sie Ihre Reaktion!“ oder „Ich muß immer das letzte Wort haben“ thematisieren die Symbiose aus Mensch und Maschine. 1986 erhielt er den Karl Hofer-Preis der Hochschule der Künste  in Berlin. 1991 nahm er mit seinen Automaten an der Ars Electronica in Linz teil, 1998 war er Juror der Ars Electronica für den Fachbereich Computermusik.  In den 1990er Jahren war Vollert einer der Protagonisten der Berliner Techno-Szene. Im April 1992 eröffnete er im ehemaligen Reichsbahnbunker Friedrichstraße den umstrittenen Hardcore-Techno-Club ""Bunker"". Auf fünf Dance-Floors bot der Club ein selbst für die damalige Techno-Metropole Berlin außergewöhnlich extravagantes Programm. Der Bunker war bis zu seiner endgültigen Schließung im Jahr 1996 immer wieder Ziel von behördlichen Auflagen und polizeilichen Razzien. 2001 begründete Vollert zusammen mit Karl-Hermann Leukert, von 1995 bis 2006 Chefredakteur des Berliner Stadtmagazins tip, das Download-Portal Formblitz. In den folgenden Jahren entwickelte sich Formblitz zum heute größten Internet-Anbieter von Formularen, Vorlagen und Muster-Dokumenten im deutschsprachigen Raum. Mittlerweile hat Vollert zahlreiche Unternehmen mitbegründet und ist in der Berliner Internetszene als Business Angel bekannt.",2017-07-27 21:32:43
Krikor Zohrab,https://de.wikipedia.org/wiki/Krikor_Zohrab,"Krikor Zohrab  war ein osmanisch-armenischer Jurist, Schriftsteller und Politiker. In der Dreyfus-Affäre schrieb er eine Verteidigungsschrift, worauf das Comité juif ihm eine Goldmedaille mit dem Porträt von Dreyfus sowie einen Dankesbrief sandte. Nach dem Aufstand der Jungtürken und der von ihnen erzwungenen Wiedereinsetzung der Verfassung 1908 kehrte Zohrab aus dem Exil nach Istanbul zurück. Er begrüßte die Rückkehr des liberalen Prinzen Sabahaddin und unterstützte, wie die Mehrheit der Armenier, das neue Regime. Er war einer der Gründer des Osmanischen Verfassungsklubs. Auf dessen Gründungsveranstaltung, an der 50.000 Menschen teilnahmen, sagte Zohrab auf Türkisch: „Unsere gemeinsame Religion ist die Freiheit“. Im gleichen Jahr wurde er als einer von zwei Istanbuler Armeniern auf Vorschlag des Verfassungsklubs zum Abgeordneten im osmanischen Parlament gewählt. Außerdem gehörte er zum Präsidium der 80-köpfigen Armenischen Nationalkammer. Er erstellte einen Bericht, in dem er die Fortsetzung der von Sultan Abdülhamid II. eingeleiteten Armenierverfolgung anprangerte und eine aus Türken und Armeniern zusammengesetzte Untersuchungskommission vorschlug. Diese sollte für die Entlassung von Gouverneuren und Offizieren, die sich an Übergriffen beteiligt hatten, die Anklage von Mördern und Plünderern, die Rückgabe konfiszierten Landes an seine rechtmäßigen Besitzer, die Möglichkeit der Rückkehr von geflohenen Armeniern in ihre Heimat, ein Ende der erzwungenen Geldzahlungen von armenischen Bauern an osmanische Würdenträger und Hilfsleistungen für die unter einer Hungersnot leidende Bevölkerung sorgen. Zohrab war Mitglied der Liberalen Union, sprach im Parlament aber stellvertretend für Abgeordnete der Armenischen Revolutionären Föderation , die die osmanische Sprache nicht ausreichend beherrschten. Er spielte eine entscheidende Rolle in dem Parlamentsausschuss, der den Gesetzentwurf für die Reform des Gerichtssystems ausarbeitete. 1909 kritisierte er die Regierung für das Massaker von Adana. Er wurde von der osmanischen Regierung während der Massenverhaftung der armenischen Intellektuellen am „Roten Sonntag“, dem 24. April 1915, der den Völkermord an den Armeniern einleitete, festgenommen. Ende Juli wurde er von Aleppo nach Urfa gebracht. Am 2. August ermordeten ihn Agenten der Teşkilât-ı Mahsusa unter Çerkez Ahmet an einer Schlucht namens Şeytan Deresi im Umland von Urfa. Die Mörder wurden von einem osmanischen Militärgericht in Damaskus zum Tode verurteilt.",2017-07-27 21:33:10
Wovoka,https://de.wikipedia.org/wiki/Wovoka,"Wovoka  war ein einflussreicher Prophet der Paviotso-Paiute-Indianer. Wovoka war der Sohn eines Paiute-Medizinmannes namens Tävibo. In seiner Jugend arbeitete er bei einer Familie Wilson in seinem Heimattal und lernte Englisch. Wovoka galt mit Mitte 30 als indianischer Messias oder zumindest Prophet, der einen Tanz lehrte, der als Geistertanz bekannt wurde. Während der Sonnenfinsternis am 1. Januar 1889 soll er eine Vision von einer neuen Welt gehabt haben. Darin erlebte er eine Vision des christlichen Gottes, der ihm die Botschaft mitteilte, dass der rote Mann, sofern er sich friedlich gegenüber den weißen Eindringlingen verhält, das Reich Gottes erblicken wird. Zusätzlich wurde ihm der Geistertanz befohlen, der die Indianer in ein neues Zeitalter führen werde. In einigen Erzählungen werden ihm sogar die Stigmata  nachgesagt. Die für die Indianer neue Religion verbreitete sich schnell. Ein Sioux-Schamane namens Kicking Bear  deutete jedoch den Tanz, wie auch die „neue“ Religion völlig anders. Er verbreitete, dass beim Kommen dieser neuen Welt große Naturkatastrophen die Weißen auslöschen würden und dass nur die tanzenden Indianer davon verschont blieben. Danach sollten die Indianer als einzige Überlebende wieder zu ihrer althergebrachten Lebensweise zurückkehren können. Kicking Bear erklärte weiter, dass ein besonderes Gewand, das mit kraftvollen Symbolen versetzt war, die Tänzer unverletzlich machen würde. Der Sioux Häuptling Sitting Bull förderte zwar den Geistertanz unter seinem Volk, war sich aber der möglichen Schwierigkeiten, die diese Tänze durch das Zusammentreffen vieler Indianer bei den weißen Soldaten auslösen konnten, bewusst. Eine Intervention seitens der US-Armee aufgrund der Tänze führte 1890 zu Sitting Bulls Tod und löste kurze Zeit darauf das Massaker von Wounded Knee aus.",2017-07-27 21:33:51
Pleon (Krebse),https://de.wikipedia.org/wiki/Pleon_(Krebse),"Das Pleon ist der hintere Körperabschnitt  bei den Höheren Krebsen . Meist wird es, obwohl anatomisch umstritten, mit dem Abdomen gleichgesetzt.  Das Pleon besteht aus zwei Teilen. Der an den vorderen Rumpfabschnitt oder Pereion mit den Laufbeinpaaren  anschließende größere Teil besteht aus sechs beintragenden Segmenten, den Pleomeren. Auf diese folgt das nicht-segmentale, gliedmaßenlose Telson mit der Afteröffnung . Nur bei den Phyllocarida  ist dazwischen ein gliedmaßenloses, siebtes Pleomer eingeschaltet, diese besitzen also ein sichtbares Segment mehr als die Eumalacostraca. Die Gliedmaßen der Pleomeren werden als Pleopoden bezeichnet, das sechste und letzte Paar, das immer abweichend von den anderen geformt ist, als Uropoden. Traditionell wird die Grenze zwischen Thorax und Abdomen bei den Krebsen durch die Lage der Gonoporen definiert. Demnach wäre das Pleon ein echtes Abdomen. Durch Untersuchung der Ausprägung der Hox-Gene konnte aber wahrscheinlich gemacht werden, dass die Pleomere nicht den Abdominalsegmenten der Insekten, oder denen der anderen Krebstiere, homolog sind. Pleon und Pereion stellen also im Wesentlichen zwei gegeneinander differenzierte Rumpfabschnitte dar. Möglicherweise ist das siebte Pleomer der Phyllocarida als Rudiment dem Abdomen der anderen Krebstiere homolog. Der große Pleonmuskel der Höheren Krebse ermöglicht ein ruckartiges Zusammenziehen, wodurch das Tier, vor allem bei Arten mit großem Schwanzfächer, sehr schnell nach hinten katapultiert wird. Dieser Muskel bildet das kommerziell gehandelte Krebsfleisch zum Beispiel der „Nordseekrabbe“.",2017-07-27 21:34:35
Dangerous World Tour,https://de.wikipedia.org/wiki/Dangerous_World_Tour,"Die Dangerous World Tour war eine Konzert-Tournee des amerikanischen Pop-Künstlers Michael Jackson, die am 27. Juni 1992 in München startete und am 11. November 1993 in Mexiko verfrüht endete. Die Tour umfasste 69 Konzerte mit ungefähr 3,5 Millionen Zuschauern. Sämtliche Erlöse, Schätzungen zufolge etwa 100 Millionen Dollar, wurden der „Heal The World“ Stiftung und diversen anderen wohltätigen Zwecken gespendet. Die Tour wurde abgebrochen wegen Anschuldigungen des Kindesmissbrauchs gegen Jackson. Des Weiteren war er bei Teilen der Konzerte bei schlechter Gesundheit. Der Abbruch des dritten Legs der Tour bedeutete, dass diese nie die USA – Jacksons Heimatland – erreichte. Michael Jackson verkaufte die Filmrechte an seinem Konzert in Bukarest  an HBO für 21 Millionen US-Dollar. Das Abkommen war der höchste jemals für ein Live-Konzert gezahlte Betrag. Im Oktober 1992, als das Konzert auf HBO in 61 Ländern ausgestrahlt wurde, erreichte es die bis dato höchste Einschaltquote in der Geschichte des TV-Senders. Im Jahre 2004 wurde das Konzert auf DVD als Teil der Ultimate Collection und 2005 separat veröffentlicht. Am 31. Dezember 1992, während des Konzerts zu Silvester in Tokio, hatte Slash einen besonderen Gastauftritt für den Song „Black or White“. Es wurden 20 Lastwagen benötigt, um die Bühnentechnik zu transportieren. Drei Tage dauerte ihr Aufbau. Die meisten Konzerte des ’92er Legs endeten damit, dass ein Stuntman mit einem Raketenrucksack als Michael Jackson aus der Arena flog. Wenn dieser verschwunden war, sagte ein Ansager: “Michael Jackson has left the stadium”  und das Konzert wurde ohne Zugaben beendet. Der Stuntman war Kinnie Gibson. Angeblich verlangte Gibson insgesamt eine Million US-Dollar für die Vorführung dieser Stunts. Remember the Time und Rock With You sollten gespielt werden, wurden aber aus unbekannten Gründen gestrichen.",2017-07-27 21:34:41
Präfekturparlamentswahl in Miyagi 2011,https://de.wikipedia.org/wiki/Pr%C3%A4fekturparlamentswahl_in_Miyagi_2011,"Die Parlamentswahl 2011 in der japanischen Präfektur Miyagi war ursprünglich für die einheitlichen Regionalwahlen am 10. April geplant, wurde aber als Folge des Tōhoku-Erdbebens  verschoben. Sie fand nun am 13. November 2011 statt, Beginn der offiziellen Wahlperiode war der 4. November. Gleichzeitig fanden Kommunalwahlen in fünf Gemeinden der Präfektur statt, darunter Ratswahlen in der kreisfreien Stadt Natori und gleichzeitige Bürgermeister-  und Ratswahlen in der Stadt Onagawa. Zur Wahl standen die – nach Wahlkreisreform von 61 reduzierten – 59 Sitze im Parlament in Sendai durch nicht übertragbare Einzelstimmgebung in nun 16  Mehrmandats- und sieben Einzelwahlkreisen. In sechs Wahlkreisen standen bereits zum Wahlauftakt die Abgeordneten fest – sieben Liberaldemokraten, ein Demokrat, ein Unabhängiger –, da keine Gegenkandidaten zur Verfügung standen und sie ohne Abstimmung gewählt wurden. Einschließlich der sicher gewählten Abgeordneten waren zum Wahlauftakt insgesamt 90 Kandidaten registriert, darunter 13 Demokraten, 33 Liberaldemokraten, 20 Kandidaten von anderen nationalen Parteien  und 24 formal unabhängige Bewerber. Hauptthema des Wahlkampfes waren der Wiederaufbau nach Erdbeben und Tsunami; die nationale Debatte über eine mögliche Teilnahme Japans an der Freihandelszone TPP beeinflusste den Wahlkampf ebenfalls. Maß für den Erfolg der Liberaldemokratischen Partei, die auch Miyagis Gouverneur Yoshihiro Murai stützt, war die Frage, ob sie  eine absolute Mehrheit der Sitze verteidigen kann. Vor der Wahl hatte die LDP-Fraktion 38 Mitglieder .",2017-07-27 21:34:49
