"id","subject","text","num_words"
46,"diagnostics","Damit der Lehrende feststellen kann, was Lernenden schwer fällt, kann er die Leistungen anhand eines Klassendurchschnittes vergleichen. Es können Tests durchgeführt werden in Form von Kurzabfragen, Erstellung von Mind-Maps oder der Aufforderung von Fremd- und Selbsteinschätzung der Lernenden. Dazu ist es hilfreich den Schülern offene Fragen zu stellen, um einfache Ja/Nein- Antworten zu verhindern. Die Schüler sollten dabei die Antwort in eigenen Worten formulieren. Indem die Schüler die Erklärung in eigenen Worten liefern zeigen sie, dass sie das Erlernte auch verstanden und nachvollzogen haben. Dabei sollte der Lehrende den Schülern Zeit zum Nachdenken geben. Dadurch werden Faktoren wie Stress oder Schüchternheit des Schülers vermindert und die Diagnose konzentriert sich mehr auf die Dinge, die dem Lernenden schwer fallen. Die Kurzabfrage kann in Form von Multiple-Choice-Tests erfolgen, dem Selbsterstellen oder dem Erklären von Mind-Maps von dem Lernenden erfolgen. Diese Diagnose ist notwendig, um auf die individuellen Bedürfnisse der Lernenden eingehen zu können, um bspw. einschätzen zu können welche Art der weiterführenden Schule oder Ausbildung für den Lernenden geeignet ist. Die allgemeine Diagnose der Leistung eines Lernenden fördert die Disziplinierung und hilft darüber hinaus auch bei der Einschätzung, ob das Niveau der Klasse oder der Aufgabe für den individuellen Schüler angemessen ist.",206
47,"diagnostics","Als Lehrer ist es sehr wichtig diagnostizieren zu können, was Lernenden schwerfällt. Wenn man erst einmal die Schwächen der Schüler entdeckt hat, kann man individuelles Lernen optimieren und den Lernprozess begleiten und bei Erfolg abschließen. Außerdem ist es umso leichter, die Stärken der Schüler zu entdecken, wenn man schon weiß, was ihnen schwerfällt. Mit dem Wissen wann etwas den Lernenden schwer beziehungsweise leicht fällt, kann man ihnen zudem beibringen, wie sie selbst an ihren Schwächen arbeiten können und ihre Stärken dabei nutzen können. Die Diagnose der Stärken und Schwächen eines Schülers ist außerdem unerlässlich, damit man ihre Leistung bewerten kann und anschließend den Schülern zur Selbstreflexion verhelfen kann. Letztendlich ist das Ziel der Diagnose was Lernenden schwerfällt und leichtfällt, schwache Schüler zu unterstützen und starke Schüler herauszufordern.Es gibt einige verschiedene Methoden, um zu diagnostizieren, was Lernenden schwerfällt. Zum einen kann man dies anhand von Leistungstests untersuchen oder auch mithilfe eines Lernportfolios, das über einen längeren Zeitraum vom Lernenden erarbeitet wird. Die Leistungstests können in Form einer Kurzabfrage oder einer Vergleichsarbeit stattfinden. Eine weitere Methode des Diagnostizierens ist, dies innerhalb einer Kleingruppe zu tun, in der es im direkten Gespräch leichter fällt die Stärken und Schwächen herauszufiltern. Durch die Selbstreflexion eines Schülers oder das mündliche/schriftliche Feedback zur Leistung eines Mitschülers, kann ein Lehrer auch herausfinden, was Lernenden schwer oder leichtfällt.",222
48,"diagnostics","Die pädagogische Diagnostik stellt eine wichtige Kompetenz des Lehrenden dar. Diagnosekompetenz erfordert nämlich begründete Entscheidungen bezüglich Leistungsbeurteilung und didaktischer Ergiebigkeit. Es bedarf außerdem einer didaktischen Kompetenz, um zu verstehen, was Lernenden schwer fällt und wie intervenieren. In der Praxis lassen sich die Probleme der SuS beim Lernen durch eine formative Diagnose diagnostizieren. Unter der formativen Diagnose versteht man die Beurteilung des Lernprozesses. Durch die formative Diagnose kann man zum Beispiel Wissenslücken, mangelndes oder falsches Verständnis, Fehlerarten beim Lernen feststellen. Ziel der formativen Diagnose ist es die beste Lernunterstützung für schwächere Schüler zu finden. Als Methoden der Diagnose können Texte, Kurzabfragen, oder ein Lernportfolio angewendet werden. Eine weitere Methode ist als VERA bekannt. Die Abkürzung steht für ‚ VERgleichsArbeiten in der Grundschule‘ und bietet einen Vergleich zwischen den Arbeiten der SuS, der als Grundlage für die Unterrichtsentwicklung dienen kann. Die großen Effektstärken der formativen Diagnose finden sich im Gespräch, am besten in Kleingruppen oder 1-1 Situation. Die diagnostische Kompetenz des Lehrenden ist wichtig, damit die Leistung der SuS einerseits optimiert und anderseits korrekt bewertet werden kann. In Anbetracht der gesellschaftlicher Rolle der Bewertung hat diese Art von Diagnose eine sehr wichtige Bedeutung.",192
49,"diagnostics","Die Leistung eines Schülers wird typischerweise durch den Lehrer, etwa mithilfe von Tests ermittelt, was auch als Experten-Assessment bezeichnet werden kann. Wird dabei beispielsweise eine hohe Fehlerquote bzw. mangelndes Wissen festgestellt, kann dies mit großer Wahrscheinlichkeit darauf hinweisen, dass der Lerninhalt den Lernenden schwer fiel und sie es daher nicht wiedergeben bzw. anwenden können. Der Lernende kann sich auch im Falle eines Self-Assessments selbst bewerten. Dabei können individuelle Schwächen und Verständnisprobleme bzgl. bestimmter Unterrichtsinhalte offen gelegt werden. Auch ist ein Feedback der Schülerleistung über ein Peer-Assessment möglich. Dabei bewerten sich Schüler untereinander und können mögliche Lerndefizite aufdecken. Es ist äußerst wichtig, festzustellen, welche Unterrichtsinhalte den Lernenden schwer fallen, um die Lerninhalte zukünftig so zu vermitteln, dass sie ein individuelles Lernen der Schüler optimieren, um so ihre Lernergebnisse zu verbessern. Dabei werden nicht nur die Aufnahme-,Verarbeitungs- und Anwendungsfähigkeit der Schüler untersucht, sondern auch mögliche Verbesserungsansätze bzgl. der Vermittlungsmethodik der Lehrenden. Es wurde beispielsweise festgestellt, dass Lehrkräfte die eigene Sprechdauer falsch eingeschätzt haben und vorallem geschlossene Fragen stellten, welche jedoch hemmend für Lernprozesse sind. Indem problematischen Unterrichtsinhalten mithilfe der genannten Assessment- bzw. Feedbackmethoden entgegengewirkt werden kann, kann auch das Klassenklima sowie das Lerninteresse bzw. die Lernbereitschaft der Schüler im Unterricht gefördert werden.",205
50,"diagnostics","Die Diagnose von problematischen Themen bzw. Lernprozessen die Schülerinnen und Schülern schwer fallen, lässt sich anhand von verschiedenen Methoden feststellen. Besonders eignen sich dafür offene Fragen, die Aufforderung den Lernstoff in eigenen Worten zu erklären oder Gedankenanstöße zu geben. Dazu eigenen sich offene Fragen sehr stark. Dabei sollte für maximale Effektivität die Kontrolldichte nicht allzu hoch sein. Lernstandsdiagnosen werden durchgeführt, damit auf das Klassenkollektiv und/ oder Individuen besonders gefördert werden können, ein Überblick über das Verständnis des Stoffes herstellen zu können. Dem Schüler wiederum soll die Diagnose ein Überblick über sein eigenen Lernstand geben. Zusätzlich dient die Diagnostik verschiedenen Zwecken und Funktionen. Dazu gehören die Steuerung von Schulkarrieren, Sozialisationsfunktion, als Ergänzung soll die Diagnostik auch alsLehranreiz funktionieren.",118
51,"school studies","Schulleistungsstudien sind Maßnahmen zum Erfassen von Schulleistungen. Diese sind von den Schülern, in verschiedenen Fächern erworbenes Wissen, welches abgefragt, erfasst und in Studienverarbeitet wird. Sinn und Zweck hierbei ist es nicht in erster Linie den Bildungsstand eines Einzelnen zu erfassen, sondern vielmehr, Schulsystem und –struktur im Vergleich zu anderen Ländern und Bundesländern zu sehen und dieses daraufhin bezüglich seiner Qualität und Tauglichkeit zu bewerten. Zu den wichtigen Ergebnissen von Schulleistungsstudien zählen, die Abhängigkeit der sozialen Herkunft und Berufe der Eltern der Schülerinnen und Schüler. Diese bestimmt in entscheidendem Maße die Zukunft der Kinder, wie z.B. Schulform (Gymnasium oder Realschule). Trotzdem konnte bewiesen werden, dass die Schule dazu beiträgt die Leistungsunterschiede tendenziell zu reduzieren. Ganztagsschulen begünstigen dies.",118
52,"school studies","Schulleistungsstudien sind Studien, welche zwecks Erfassung von Stärken und Schwächen eines jeweiligen Bildungssystems durchgeführt werden. Eine der bekanntesten Schulleistungsstudien ist die sogenannte PISA-Erhebung (Programme for International Student Assessement). Ziel dieser ist es, die Leistung von Schülerinnen und Schülern am Ende der Pflichtschulzeit zu messen und international zu vergleichen. Hierfür werden nicht einzelne Fächer sondern sogenannte Kompetenzbereiche, also ""durch Individuen erlernbare bereichsspezifische Fähigkeiten und Fertigkeiten zum Lösen bestimmter Probleme"" (Weinert, 2001), getestet.Zusätzlich zum bereits erwähnten Test der Lesekompetenz, der mathematischen Kompetenz sowie der naturwissenschaftlichen Grundbildung unter dem Dach des Begriffs des Kompetenzbereichs füllt jede Testperson einen Fragebogen zu seiner eigenen Person aus.Aus der Auswertung dieser Bögen ergab sich für Deutschland in den ersten Durchläufen der Studie ein besonders starker Zusammenhang zwischen der jeweiligen Leistung und der sozialen Herkunft der Testperson.Gleichzeitig lässt sich aber auch der Fakt herauslesen, dass die Institution der Schule tendenziell bestehende Leistungsunterschiede reduziert. Dies wirft die Frage nach der Notwendigkeit von empirisch begründeten Steuerentscheidungen wie zum Beispiel der Einführung einer Ganztagsschule auf. Neben dieser bisherigen, beispielhaften Schilderung des Zusammenhangs von Kontext, Input, Prozess und Output kann eine Studie auch Feedback über die Wirksamkeit des nationalen Bildungssystems im internationalen Vergleich liefern sowie Rückmeldungen zu Trends im Bezug auf Kompetenzen, Lernmotivation oder Schulmerkmale geben.Zusammenfassend gesprochen ist mit den Erkenntnissen aus der PISA-Studie nur ein Trend abgebildet, da die Daten einen Querschnittscharakter besitzen. Für eine empirisch abgesicherte Bewertung der Bedeutungen einzelner Faktoren muss man die betroffenen Schülerinnen und Schüler über einen längeren Zeitraum beobachten. Erst mit solchen Daten, die jedoch Grenzen im Bezug auf Mikroprozesse von Lehr-Lernprozessen aufweisen, können differenzierte Methoden und Modelle ausprobiert und das Schulsystem so in Zukunft optimiert werden.",279
53,"school studies","Schulleistungsstudien sollen die Schulleistungen der SchülerInnen messen, d.h. das deklaratives und prozedurales Wissen. Sie tragen damit und hinsichtlich ihrer Erkenntnisse zum Kompetenzerwerb von SchülerInnen zur empirischen Bildungsforschung bei. Außerdem leisten sie ein Beitrag zum Bildungsmonitoring. Denn man kann mit ihnen zum Beispiel die Bundesländer vergleichen oder Voraussetzungen für Steuerentscheidungen erkennen. Zentrales Maß von diesen Studien ist nicht das Wissen der SchülerInnen, sondern ihre Kompetenzen. Pisa ist zum Beispiel eine Studie mit der ein Ländervergleich möglich ist und bei der Kompetenzstufen gemessen werden. Die Pisa-Studie ergab 2000, dass nur sehr wenig SchülerInnen die höchste Kompetenzstufe erreichten und später zeigte sich, dass nur wenige LehrerInnen sie richtig eingeschätzt hätten. Außerdem zeigte sich, dass die Schulleistungen abhängig sind von der sozialen Herkunft, die Schule aber gleichzeitig tendenziell Leistungsunterschiede reduziert. Die BIJU-Studie konnte den sogenannten Matthäus-Effekt zeigen, da sie ergab, dass es in Gymnasien eine bessere Leistungssteigerung gibt. Die SCHOLASTIK-Studie, die den Zusammenhang von Schulleistung, Vorwissen und Intelligenz im Längsschnitt untersuchte, ergab, dass der Einfluss der Intelligenz abnimmt und die Schulleistung die Intelligenzentwicklung beeinflusst. Diese Ergebnisse können Entscheidungen über das Schulwesen beeinflussen.",184
54,"school studies","Als Schulleistungen wird das deklarative und prozeduale Wissen verschiedener Schulfächer bezeichnet, dessen Erwerb größtenteils an Lerngegebenheiten im jeweiligen Fachunterricht gebunden ist. Diese Schulleistungen werden durch Schulleistungsstudien überprüft und oftmals schulisch, national oder international mit anderen Schulleistungen verglichen. Das zentrale Maß von Schulleistungsstudien ist jedoch nicht das Wissen, sondern die Kompetenz der Schülerinnen und Schüler. Eine der bekanntesten Schulleistungsstudien ist die Pisa-Studie (Programme for International Students Assessment), welche alle drei Jahre vergleicht, wie gut junge Menschen am Ende der Pflichtschulzeit, also mit 15 Jahren, auf Herausforderungen der Wissensgesellschaft vorbereitet sind. Vor allem in Lesen, Mathematik, Naturwissenschaften und der Fähigkeit des Problemlösens. In der Pisa-Studie schneiden deutsche Schüler tendenziell schlecht ab, jedoch ist es fraglich, ob die Ergebnisse das Leistungsniveau der Schülerinnen und Schüler realitätsnah widerspiegelt.Eines der zentralen Ergebnisse der Studie war, dass die Entwicklung von Schulleistungen von der sozialen Herkunft abhängig sind. Jedoch ist auch zu beachten, dass die Schule Leistungsunterschiede tendenziell reduziert. Schulleistungsstudien können zwar wichtige empirische Erkenntnisse über Bildungssysteme hervorbringen, jedoch liegt der Fokus eindeutig auf Makroprozessen. Aussagen über Mikroprozesse oder über die Wirksamkeit unterschiedlicher Interventionsformen sind nicht möglich.",184
55,"school studies","Schulleistungsstudien zielen auf verschiedene Bereiche ab. Zum einen sollen sie beurteilen, was die Schüler und Schülerinnen können. In diesem Zusammenhang wird auch überprüft, von welchen Faktoren der Kompetenzerwerb der SchülerInnen abhängt. Zum anderen sollen sie eine Vergleichbarkeit schaffen, zum Beispiel zwischen Bundesländern oder zwischen europäischen Ländern. So wird versucht, bestimmte Indikatoren zu erfassen, die die Qualität eines Bildungssystems repräsentieren sollen. Diese Studien dienen unter anderem der Politik als Voraussetzung für Steuerentscheidungen. Wichtig hierbei ist, dass Kompetenzen der SchülerInnen erhoben werden sollen und nicht Wissen. Die PISA-Studie stellte gravierende Unterschiede der Schulleistungen von Kindern der oberen Dienstklasse und Kindern aus der Arbeiterschicht fest. So wiesen erstere eine deutlich höhere Lesekompetenz auf und hatten eine signifikant höhere Chance, das Gymnasium zu besuchen. Allerdings verringere die Schule diese Leistungsunterschiede. Die SCHOLASTIK-Studie fand heraus, dass die Schulleistung nur zu einem geringen Maß von der Intelligenz beeinflusst wird. Allerdings beeinflusse die Schulleistung die Intelligenz deutlich. Mehrere Studien registrierten auch den Matthäus-Effekt. Dieser bezeichnet das Phänomen, dass die Schulleistung stark von früheren Leistungen abhängt. So werden Leistungsunterschiede innerhalb einer Klasse durch den Unterricht eher verstärkt als abgebaut.",185
56,"school studies","Schulleistungsstudien, sollen nicht allein die Leistung der einzelnen Schüler erfassen, sondern können darüber hinaus Erkenntnisse über Bildungssysteme liefern. Auf der Grundlage von Schulleistungsstudien können Entscheidungen über Bildungsreformen, alternative Schulkonzepte entworfen werden, da Faktoren betrachtet werden können, wie der sozioökonomische Status von Schülern, die Intelligenz oder die Notwendigkeit von Vorwissen der Schüler. Ergebnisse hierbei waren bspw., dass starke Schüler das Selbstvertrauen ihrer Mitschüler schwächen, sowie, dass schwache Mitschüler das Selbstvertrauen ihres Umfeldes stärken. Neben Kontextfaktoren kann man aufgrund von Schulleistungsstudien auch Aussagen über Prozessfaktoren wie die Kontinuität oder die Diskontinuität des Unterrichts getroffen werden. Ein Ergebnis war hierbei bspw., dass Schule in der Regel Leistungsunterschiede reduziert und sich die Leistungsunterschiede beim Lesen in den Sommerferien vergrößern, sowie, dass sozial schwächere Schüler gleich viel lernen wie sozial stärkere Schüler sofern gleiche kognitive Voraussetzungen vorliegen. Über die Individuellen Lehr- und Lernprozesse der Schüler und Lehrer können durch Schulleistungsstudien keine Aussagen getroffen werden, hierbei können Erkenntnisse über den größeren Prozess des jeweiligen Bildungssystems gewonnen werden.",162
57,"school studies","Schulleistungsstudien sollen die Wissenstände von Schülerinnen und Schülern möglichst genau erfassen und so einen Vergleich zwischen Ländern oder Schulen möglich machen. Dabei werden die sogenannten Schulleistungen überprüft. Darunter zählen das deklarative und prozedurale Wissen in verschiedenen Fächern (z.B. Mathematik oder Deutsch), besonders aber auch fachübergreifende Kompetenzen wie z.B. das Leseverstehen. Weiterhin werden Bedingungsfaktoren angedeutet, die für ein bestimmtes Ergebnis verantwortlich sein können. Bsp.: Ist das soziale Umfeld für den Lernzuwachs entscheidend? So können sich Länder anhand ihrer Bildungsergebnisse messen und daraus Schlüsse für das eigenen Bildungssytem ziehen. So schnitt Deutschland in der Pisa-Studie verhältnismäßig schlecht ab, worauf verschiedene Schritte zur Besserung des Schulsystems eingeleitet wurden. Auf der anderen Seiten können die Indikatoren festgestellt werden, welche ein gutes Schulsystem ausmachen. Danach können sich Länder, die verhältnismäßig schlechter abgeschnitten haben, besser orientieren und gezieltere Verbesserungen vornehmen. Solche können sein: Ausgaben für Bildung, Schulkultur, Schulleistungen, soziale Faktoren.Trotzdem können solche Studien nur gröbere Prozesse bewerten, Feinheiten oder Details werden somit ausgelassen. Deshalb ist es nicht einfach vorauszusehen, ob eine Interventionsmaßnahme wirklich Wirkung zeigt.",174
58,"school studies","Schulleistungsstudien werden dazu genutzt, empirische Erkenntnisse über die Wirkung von Bildungssystemen zu erhalten und diese gegebenenfalls zu überarbeiten. Es gibt zwei Arten der Studien: Während die empirische Bildungsforschung untersucht, was die Schüler (SuS) können und was ihren Kompetenzerwerb bedingt, erforscht das Bildungsmonitoring die Qualität des jeweiligen Schulsystems im (inter-)nationalen Vergleich (Köller &amp; Baumert 2008).In Deutschland finden regelmäßig Schulleistungsstudien statt: TIMSS, PIRLS, VERA, etc., wir wollen uns zunächst jedoch auf die Erkenntnisse aus der wohl bekanntesten internationalen Studie konzentrieren: die PISA-Studie. Ihr Ziel ist es herauszufinden, ob die SuS am Ende der Pflichtschulzeit im Alter von 15 Jahren auf die Herausforderungen der Wissensgesellschaft vorbereitet sind. Hierfür werden sie in ihrer Lesekompetenz, in ihren mathematischen Fähigkeiten sowie in den Naturwissenschaften geprüft. Eine der wichtigsten Erkenntnisse der Studie, die alle drei Jahre durchgeführt wird, ist – neben der Erkenntnis, dass deutsche Schüler in ihren Kompetenzen unterhalb des europäischen Durchschnitts liegen – dass die sozialen Disparitäten eine große Rolle für die Leistung der SuS spielt. Man fand u.a. heraus, dass es einen starken Zusammenhang zwischen der Leistung in den Naturwissenschaften und der sozialen Kompetenz gibt, was auf gut Deutsch bedeutet, dass die soziale Herkunft über die Leistung in den Naturwissenschaften bestimmt. Auch wurde festgestellt, dass die Lesekompetenz von SuS aus bildungsnahem Elternhaus im Durchschnitt eine Kompetenzsstufe höher lag als die der bildungsferneren Schichten. Die Schulleistungen sind also abhängig von der sozialen Herkunft der SuS. Da Schulen generell die Leistungsunterschiede reduzieren können, sind Ganztagsschulen in Betracht zu ziehen. Nationale Studien wie die SCHOLASTIK-Studie (Pfadanalyse von Helmke &amp; Weinert, 1997), die BIJU-Studie (Köller, 1998) oder auch die Mehrebenenanalytische Studie von Marsh et al. (2000) bestätigen diesen Eindruck: Gemäß dem „Matthäus-Effekt“ („Wer hat, dem wird gegeben“) erreicht, wer bildungsnaher Herkunft ist, mehr in der Schule. Dies liegt vor allem daran, dass Schulleistungen vielmehr durch das bereits mitgebrachte Wissen bedingt sind als durch die Intelligenz der jeweiligen SuS. Wer nun also in Deutschland das Gymnasium besucht, ist nicht unbedingt intelligenter als ein Hauptschüler, er bringt nur die wichtigen sozialen Kompetenzen mit. Die Erkenntnis, dass das deutsche Schulsystem mehr auf der Herkunft der SuS aufbaut als auf der wahren Intelligenz der SuS, spricht eindeutig für eine Abschaffung des dreigliedrigen Bildungssystems. Für die Mischung der SuS in Gemeinschaftsschulen spricht auch Köller &amp; Baumerts (2001) Theorie des „Fischteicheffekts“. Sie besagt, dass soziale Vergleiche innerhalb der Klasse zum Absinken/Ansteigen des Fähigkeitsselbstkonzepts beitragen: Stärkere Mitschüler schwächen das Selbstvertrauen der anderen SuS, während schwache Mitschüler das Selbstvertrauen der stärkeren SuS fördern und sie somit zu höheren Leistungen anspornen. Es ist zu kritisieren, dass der Profit einseitig bleibt.",430
59,"school studies","Schulleistungsstudien zeigen nach Köller und Baumert das deklarative und prozedurale Wissen verschiedener Schulfächer, dessen Erwerb zu einem erheblichen Teil an Lerngelegenheiten im jeweiligen Fachunterricht gebunden ist. Zentrales Maß von Studienleistungen ist nicht das Wissen eines Schülers, sondern seine Kompetenz (das sind die verfügbaren und erlernbaren Fähigkeiten eines Individuums, bestimmte Probleme zu lösen). Die Ziele der Schulleistungsstudien sind, herauszufinden, was Schüler wirklich können, was den Kompetenzerwerb von Schülern beeinflusst, einen Vergleich der nationalen und internationalen Schulsysteme aufzustellen und Indikatoren zu erfassen, die die Qualität eines Bildungssystems ausmachen. Die bekannten Pisa Studien werden alle 3 Jahre durchgeführt und testen 15-jährige Schüler in Lesekompetenz, Mathematik und Naturwissenschaften. Dabei kam es 2000 dazu, dass Deutschland auf der internationalen Liste der Bildungssysteme auf Platz 15 war. Von 5 Kompetenzstufen erreichten fast 10 Prozent in dem Bereich Lesekompetenz nur die erste Stufe. Aber nur 11,6 Prozent der Testpersonen wurden richtig diagnostiziert. Internationale Studien zeigen, dass der Einfluss der Intelligenz von der ersten bis zur vierten Klasse abnimmt und die Schulleistung die Intelligenzentwicklung beeinflusst und dass die Schulleistungen der siebten Klasse sowie die Schulform Ergebnisse der Leistungen in der zehnten Klasse beeinflussen. Der Fischteicheffekt zeigt, dass starke Mitschüler das eigene Selbstvertrauen in der Schule schwächen und andersrum.",203
60,"school studies","Im Jahr 2008 definierten Köller und Baumart den Begriff Schulleistungsstudien wie folgt: „Das deklarative und prozedurale Wissen verschiedener Schulfächer, dessen Erwerb zu einem erheblichen Teil an Lerngelegenheiten im jeweiligen Fachunterricht gebunden ist. Die Kanonisierung des Wissens kann auf der Grundlage von Curricula, neuerdings auch auf der Basis sogenannter Bildungsstandards erfolgen.“Die Ziele hiervon sind die wissenschaftliche Beschreibung der Schulleistungen hinsichtlich ihres Inhalts, ihrer Struktur, ihrer Genese und ihrer Entwicklung. Außerdem wird die Frage gestellt was den Kompetenzerwerb von SchülerInnen bedingt. Dazu kommen Fragen an die Institution Schule, zum Beispiel wo das Schulsystem im Vergleich zu denen anderer Bundesländer steht und die systematische Erfassung von Indikatoren, welche die Qualität eines Bildungssystem beschreiben.Ergebnisse dieser Studien sind beispielsweise die der PISA Studie. Sie kommt im Jahr 2000 zu dem Ergebnis, dass 9,9% der SuS (15-Jahre) in ihrer Lesekompetenz nur Kompetenzstufe 1 erreichten, sprich nur elementare Lesefähigkeiten besitzen. Die SCHOLASTIK Studie aus dem Jahr 1997 kommt zu dem Ergebnis, dass der Einfluss der Intelligenz im Laufe des Aufstiegs im Bildungssystem abnimmt. Jedoch beeinflusst die Schulleistung die Intelligenzentwicklung der SchülerInnen.Generell liegt der Fokus von Schulleistungsstudien eindeutig auf Makroprozessen, da Aussagen über Mikroprozesse von Lehr-Lernprozessen nicht möglich sind. Dazu kommt, dass Aussagen über Wirksamkeit unterschiedlicher Interventionsformen ebenfalls nicht möglich sind.",210
61,"evolution","Charles Darwin fand, wie andere auch, eine mögliche Erklärung dafür, wie die Evolution abgelaufen sein könnte und weshalb. Seine Theorie ist die angesehenste und konnte mit der Zeit in den meisten Fällen verifiziert werden. Nach seiner Theorie, setzten sich die Arten im Laufe der Erdgeschichte durch, die – sei es durch zufällige Mutationen ihres Genoms – an die jeweiligen Umweltbedingungen der damaligen Zeit am besten angepasst waren. Dieser Umstand wird auch als „survival of the fittest“ oder eben Darwinismus bezeichnet. Im Gegensatz zu denen, die konkurrierende Theorien über die Evolution aufgestellt hatten, war Darwin nicht der Meinung, dass sich Tiere im Laufe ihres Lebens an ihre Umwelt angepasst und diese Angepasstheit an Ihre Nachkommen weitergegeben haben, sondern glaubte, dass diese Angepasstheiten durch Mutationen eher zufällig und nicht vom Tier (oder Pflanze) gewollt zustande kamen. Dies sorgte dafür, dass sich die am besten angepassten Individuen gegen ihre Konkurrenz durchsetzten und überlebten. Solche Anpassungen betrafen z.B. das Gebiss/den Schnabel von Tieren, was ihnen neue Nahrungsquellen erschloss, sowie die Größe, Veränderungen in Stoffwechsel oder in der Körpergestalt (Flügel, Beine…)",177
62,"evolution","Unsere Umwelt ändert sich und jeder Organismus trägt eine andere genetische Ausstattung in sich (außer Klone u. Zwillinge unter sich). Unser Aussehen und unsere Fähigkeiten werden also von unseren Genen u. unserer Umwelt bestimmt. Je besser ein Tier z.B. seine Nahrung beschaffen kann, desto sicherer ist es, dass dieses Tier selbst überleben kann und desto sicherer ist es auch, dass es seine Nachkommen füttern kann, so dass sie auch überleben. Tiere, die z.B. nicht so gut jagen können oder krank sind, werden für sich und ihre Jungen nicht so gut sorgen können, so dass ihr Überleben nicht gewährleistet ist. Die beste Anpassung an die Umwelt führt also dazu, dass diese Individuen überleben, die schwachen und kranken Tiere, die nicht so gut angepassten überleben nicht oder können sich zumindest nicht so häufig fortpflanzen, sie werden ausselektiert. Diese Strategie der Natur bezeichnet Darwin als „survival of the fittest“. Die bestangepassten Organismen an die sich ändernde Umwelt überleben und vermehren sich.",161
63,"evolution","Auf den Galapagos Inseln findet sich ein gutes Beispiel für Evolution/Darwinismus. Auf Inseln im allgemeinem gibt es begrenzten Lebensraum und wenn eine Population zu groß wird besteht die Gefahr, dass es für manche Individuen nicht genug Futter gibt. Dieses Bsp. ist gut an den Darwinfinken zu beobachten. Aufgrund von evolutivem Druck mussten sich aus einer Urfinkenart mehrere neue Arten entwickeln. Diese neuen Arten besetzen andere ökologische Nischen (an andere Nahrung angepasst), weil ihre Umwelt evolutiven Druck aus sie ausgeübt hatte. Sie haben sich einer neuen Umwelt angepasst. Dieses Beispiel verdeutlicht wie Evolution funktioniert; nur wer sich am besten an seine direkte Umwelt anpassen kann (adaptieren) pflanzt sich auf lange Sicht hin fort und trägt zum Überleben der Art bei. Gelingt dies nicht, stirbt die Art auf kurz oder lang aus. Darwin prägte den Ausdruck „Survival of the fittest“ wobei er mit fit diejenigen Individuen meinte, die sich den Umweltgegebenheiten am besten anpassen konnten.",155
64,"evolution","Die heutige Evolutionstheorie wurde im 19Jhdt in Europa von Charles Darwin begründet. Dieser Wissenschaftler machte Schiffsreisen um die Welt und veröffentlichte 1871 eine wissenschaftliche Abhandlung über die Entstehung der Arten. Dieses Buch bricht mit dem Dogma des Kreationismus. Diese vermeintlich konträre Theorie basiert auf der Schöpfungstheorie, wie sie in der Bibel beschrieben und in der christlichen Welt bis heute gelehrt wird. In der Öffentlichkeit löste diese Theorie eine heftige Debatte aus. Heute gilt die Theorie Darwins als belegt. Darwins Paradebeispiel für die Beschreibung der Evolution sind Finken, die auf den Galapagos Inseln leben. Diese Finken leben auf den einzelnen Inseln und sind teilweise als unterschiedliche Rassen und auch als Arten voneinander zu unterscheiden. Darwins Theorie geht davon aus, dass die Finken einer Art abstammen, die vor langer Zeit auf die Inseln kam. Durch Wettereinflüsse kam es zum Beispiel zur Verteilung von Vertretern dieser Art auf andere Inseln. Im Laufe der Zeit veränderten sich die Vögel zufällig, sodass sie heute unterschiedliche Arten darstellen. Darwin nahm dies als Indiz, dass jegliches Lebewesen auf dieser Erde miteinander verwandt ist und sich stetig weiterentwickelt. Es existiert somit ein Vorfahr zu einem Organismus, der im Vergleich andere Merkmale zeigt.",195
65,"evolution","Der Darwinismus bezieht sich auf die Theorien von Charles Darwin, der über viele Jahre hinweg Pflanzen und Tiere erforscht hat, um die Evolution der Lebewesen erklären zu können. Durch den Vergleich unterschiedlicher Tier- und Pflanzenarten fand er heraus, dass sich Lebewesen im Laufe der Evolution an unterschiedliche Lebensräume angepasst haben, z.B. im Bezug auf die Gestalt oder die Nahrung. Der Darwinismus besagt, dass nur das Lebewesen, das sich am besten an die Lebensumstände angepasst hat, überlebt. Das weniger angepasste stirbt demnach aus. Anpassung erfolgt zufällig durch Veränderungen im Erbgut, z.B. Mutationen. Beispielsweise gibt es in Großbritannien eine Nachtfalter-Art, die sich im Laufe der Industrialisierung dunkler gefärbt hat um auf den durch Industrieschmutz verfärbten Birken-Stämmen besser getarnt zu sein. Hellere Falterarten sind ausgestorben.",127
